PN,ATA_CHAPTER,SUB_CATEGORY,AIRCRAFT_FAMILY,AIRCRAFT_MODEL,ATOLYE_KABILIYETI,YURTICI_TAT_GUN,YURTDISI_TAT_GUN,SATINALMA_TAT_GUN,KRITIKLIK_DURUMU,YIL,CEYREK,DONEM,THY_TALEP_ADET,POOL_TALEP_ADET,SCRAP_ADET
PN-100696,71,POWER PLANT,AIRBUS,A330-300,YOK,,34,50,KRİTİK DEĞİL,2025,Q4,2025-Q4,1,0,0
PN-100697,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A320-200,YOK,,51,15,KRİTİK DEĞİL,2025,Q1,2025-Q1,2,1,0
PN-100697,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A320-200,YOK,,51,15,KRİTİK DEĞİL,2025,Q2,2025-Q2,7,2,3
PN-100697,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A320-200,YOK,,51,15,KRİTİK DEĞİL,2025,Q3,2025-Q3,4,1,1
PN-100697,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A320-200,YOK,,51,15,KRİTİK DEĞİL,2025,Q4,2025-Q4,1,0,0
PN-100698,22,AUTO FLIGHT,AIRBUS,A320-200,VAR,8.0,26,27,KRİTİK DEĞİL,2025,Q1,2025-Q1,1,0,0
PN-100698,22,AUTO FLIGHT,AIRBUS,A320-200,VAR,8.0,26,27,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,0,0
PN-100698,22,AUTO FLIGHT,AIRBUS,A320-200,VAR,8.0,26,27,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,0,0
PN-100698,22,AUTO FLIGHT,AIRBUS,A320-200,VAR,8.0,26,27,KRİTİK DEĞİL,2025,Q4,2025-Q4,0,1,0
PN-100699,23,COMMUNICATIONS,BOEING,777-300ER,YOK,,25,37,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,0,0
PN-100699,23,COMMUNICATIONS,BOEING,777-300ER,YOK,,25,37,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,1,0
PN-100699,23,COMMUNICATIONS,BOEING,777-300ER,YOK,,25,37,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,1,0
PN-100699,23,COMMUNICATIONS,BOEING,777-300ER,YOK,,25,37,KRİTİK DEĞİL,2025,Q4,2025-Q4,2,0,1
PN-100700,35,OXYGEN,BOEING,737-900ER,YOK,,29,11,KRİTİK DEĞİL,2025,Q1,2025-Q1,3,0,0
PN-100700,35,OXYGEN,BOEING,737-900ER,YOK,,29,11,KRİTİK DEĞİL,2025,Q2,2025-Q2,4,2,1
PN-100700,35,OXYGEN,BOEING,737-900ER,YOK,,29,11,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,1,1
PN-100700,35,OXYGEN,BOEING,737-900ER,YOK,,29,11,KRİTİK DEĞİL,2025,Q4,2025-Q4,3,0,1
PN-100701,52,DOORS,BOEING,777-300ER,YOK,,42,29,KRİTİK DEĞİL,2025,Q1,2025-Q1,2,0,0
PN-100701,52,DOORS,BOEING,777-300ER,YOK,,42,29,KRİTİK DEĞİL,2025,Q2,2025-Q2,3,1,0
PN-100701,52,DOORS,BOEING,777-300ER,YOK,,42,29,KRİTİK DEĞİL,2025,Q3,2025-Q3,0,1,0
PN-100701,52,DOORS,BOEING,777-300ER,YOK,,42,29,KRİTİK DEĞİL,2025,Q4,2025-Q4,1,2,0
PN-100702,25,EQUIPMENT / FURNISHINGS,BOEING,777-300ER,YOK,,28,38,KRİTİK DEĞİL,2025,Q1,2025-Q1,3,0,0
PN-100702,25,EQUIPMENT / FURNISHINGS,BOEING,777-300ER,YOK,,28,38,KRİTİK DEĞİL,2025,Q2,2025-Q2,2,1,0
PN-100702,25,EQUIPMENT / FURNISHINGS,BOEING,777-300ER,YOK,,28,38,KRİTİK DEĞİL,2025,Q3,2025-Q3,6,0,0
PN-100702,25,EQUIPMENT / FURNISHINGS,BOEING,777-300ER,YOK,,28,38,KRİTİK DEĞİL,2025,Q4,2025-Q4,2,0,0
PN-100703,25,EQUIPMENT / FURNISHINGS,BOEING,737-800,YOK,,37,11,KRİTİK DEĞİL,2025,Q1,2025-Q1,8,1,0
PN-100703,25,EQUIPMENT / FURNISHINGS,BOEING,737-800,YOK,,37,11,KRİTİK DEĞİL,2025,Q2,2025-Q2,6,1,0
PN-100703,25,EQUIPMENT / FURNISHINGS,BOEING,737-800,YOK,,37,11,KRİTİK DEĞİL,2025,Q3,2025-Q3,9,4,1
PN-100703,25,EQUIPMENT / FURNISHINGS,BOEING,737-800,YOK,,37,11,KRİTİK DEĞİL,2025,Q4,2025-Q4,7,2,0
PN-100704,24,ELECTRICAL POWER,BOEING,777-300ER,VAR,10.0,21,54,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,1,0
PN-100704,24,ELECTRICAL POWER,BOEING,777-300ER,VAR,10.0,21,54,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,0,0
PN-100704,24,ELECTRICAL POWER,BOEING,777-300ER,VAR,10.0,21,54,KRİTİK DEĞİL,2025,Q3,2025-Q3,2,0,1
PN-100704,24,ELECTRICAL POWER,BOEING,777-300ER,VAR,10.0,21,54,KRİTİK DEĞİL,2025,Q4,2025-Q4,0,1,0
PN-100705,36,PNEUMATIC,AIRBUS,A321neo,VAR,18.0,48,30,KRİTİK DEĞİL,2025,Q1,2025-Q1,8,1,1
PN-100705,36,PNEUMATIC,AIRBUS,A321neo,VAR,18.0,48,30,KRİTİK DEĞİL,2025,Q2,2025-Q2,4,2,0
PN-100705,36,PNEUMATIC,AIRBUS,A321neo,VAR,18.0,48,30,KRİTİK DEĞİL,2025,Q3,2025-Q3,3,6,3
PN-100705,36,PNEUMATIC,AIRBUS,A321neo,VAR,18.0,48,30,KRİTİK DEĞİL,2025,Q4,2025-Q4,11,4,2
PN-100706,21,AIR CONDITIONING,AIRBUS,A319-100,YOK,,70,57,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,0,0
PN-100706,21,AIR CONDITIONING,AIRBUS,A319-100,YOK,,70,57,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,0,0
PN-100706,21,AIR CONDITIONING,AIRBUS,A319-100,YOK,,70,57,KRİTİK DEĞİL,2025,Q3,2025-Q3,0,0,0
PN-100706,21,AIR CONDITIONING,AIRBUS,A319-100,YOK,,70,57,KRİTİK DEĞİL,2025,Q4,2025-Q4,1,1,1
PN-100707,36,PNEUMATIC,AIRBUS,A320-200,YOK,,28,28,KRİTİK,2025,Q1,2025-Q1,5,2,0
PN-100707,36,PNEUMATIC,AIRBUS,A320-200,YOK,,28,28,KRİTİK,2025,Q2,2025-Q2,5,2,1
PN-100707,36,PNEUMATIC,AIRBUS,A320-200,YOK,,28,28,KRİTİK,2025,Q3,2025-Q3,3,1,0
PN-100707,36,PNEUMATIC,AIRBUS,A320-200,YOK,,28,28,KRİTİK,2025,Q4,2025-Q4,3,1,0
PN-100708,34,NAVIGATION,AIRBUS,A320-200,VAR,7.0,48,20,KRİTİK DEĞİL,2025,Q1,2025-Q1,1,0,0
PN-100708,34,NAVIGATION,AIRBUS,A320-200,VAR,7.0,48,20,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,1,0
PN-100708,34,NAVIGATION,AIRBUS,A320-200,VAR,7.0,48,20,KRİTİK DEĞİL,2025,Q3,2025-Q3,2,1,0
PN-100708,34,NAVIGATION,AIRBUS,A320-200,VAR,7.0,48,20,KRİTİK DEĞİL,2025,Q4,2025-Q4,2,1,1
PN-100709,34,NAVIGATION,AIRBUS,A320-200,YOK,,38,19,KRİTİK,2025,Q1,2025-Q1,4,0,0
PN-100709,34,NAVIGATION,AIRBUS,A320-200,YOK,,38,19,KRİTİK,2025,Q2,2025-Q2,1,0,0
PN-100709,34,NAVIGATION,AIRBUS,A320-200,YOK,,38,19,KRİTİK,2025,Q3,2025-Q3,1,1,0
PN-100709,34,NAVIGATION,AIRBUS,A320-200,YOK,,38,19,KRİTİK,2025,Q4,2025-Q4,1,0,1
PN-100710,56,WINDOWS,AIRBUS,A321-200,VAR,4.0,38,24,KRİTİK DEĞİL,2025,Q1,2025-Q1,2,0,0
PN-100710,56,WINDOWS,AIRBUS,A321-200,VAR,4.0,38,24,KRİTİK DEĞİL,2025,Q2,2025-Q2,3,0,0
PN-100710,56,WINDOWS,AIRBUS,A321-200,VAR,4.0,38,24,KRİTİK DEĞİL,2025,Q3,2025-Q3,4,1,0
PN-100710,56,WINDOWS,AIRBUS,A321-200,VAR,4.0,38,24,KRİTİK DEĞİL,2025,Q4,2025-Q4,3,0,0
PN-100711,35,OXYGEN,BOEING,737-800,VAR,8.0,34,26,KRİTİK DEĞİL,2025,Q1,2025-Q1,4,2,0
PN-100711,35,OXYGEN,BOEING,737-800,VAR,8.0,34,26,KRİTİK DEĞİL,2025,Q2,2025-Q2,4,3,0
PN-100711,35,OXYGEN,BOEING,737-800,VAR,8.0,34,26,KRİTİK DEĞİL,2025,Q3,2025-Q3,2,2,0
PN-100711,35,OXYGEN,BOEING,737-800,VAR,8.0,34,26,KRİTİK DEĞİL,2025,Q4,2025-Q4,2,4,0
PN-100712,71,POWER PLANT,BOEING,737-900ER,YOK,,38,61,KRİTİK,2025,Q1,2025-Q1,6,1,2
PN-100712,71,POWER PLANT,BOEING,737-900ER,YOK,,38,61,KRİTİK,2025,Q2,2025-Q2,6,2,0
PN-100712,71,POWER PLANT,BOEING,737-900ER,YOK,,38,61,KRİTİK,2025,Q3,2025-Q3,6,0,0
PN-100712,71,POWER PLANT,BOEING,737-900ER,YOK,,38,61,KRİTİK,2025,Q4,2025-Q4,9,1,2
PN-100713,72,ENGINE,AIRBUS,A330-300,YOK,,36,39,KRİTİK,2025,Q1,2025-Q1,4,0,0
PN-100713,72,ENGINE,AIRBUS,A330-300,YOK,,36,39,KRİTİK,2025,Q2,2025-Q2,8,1,1
PN-100713,72,ENGINE,AIRBUS,A330-300,YOK,,36,39,KRİTİK,2025,Q3,2025-Q3,4,2,1
PN-100713,72,ENGINE,AIRBUS,A330-300,YOK,,36,39,KRİTİK,2025,Q4,2025-Q4,5,0,0
PN-100714,77,ENGINE INDICATING,AIRBUS,A320-200,YOK,,27,15,KRİTİK,2025,Q1,2025-Q1,2,1,1
PN-100714,77,ENGINE INDICATING,AIRBUS,A320-200,YOK,,27,15,KRİTİK,2025,Q2,2025-Q2,3,0,1
PN-100714,77,ENGINE INDICATING,AIRBUS,A320-200,YOK,,27,15,KRİTİK,2025,Q3,2025-Q3,3,1,1
PN-100714,77,ENGINE INDICATING,AIRBUS,A320-200,YOK,,27,15,KRİTİK,2025,Q4,2025-Q4,4,2,0
PN-100715,73,ENGINE FUEL AND CONTROL,BOEING,737-800,VAR,18.0,63,30,AOG KRİTİK,2025,Q1,2025-Q1,6,0,1
PN-100715,73,ENGINE FUEL AND CONTROL,BOEING,737-800,VAR,18.0,63,30,AOG KRİTİK,2025,Q2,2025-Q2,9,1,2
PN-100715,73,ENGINE FUEL AND CONTROL,BOEING,737-800,VAR,18.0,63,30,AOG KRİTİK,2025,Q3,2025-Q3,7,1,0
PN-100715,73,ENGINE FUEL AND CONTROL,BOEING,737-800,VAR,18.0,63,30,AOG KRİTİK,2025,Q4,2025-Q4,5,0,0
PN-100716,35,OXYGEN,AIRBUS,A321-200,YOK,,20,13,KRİTİK DEĞİL,2025,Q1,2025-Q1,2,1,0
PN-100716,35,OXYGEN,AIRBUS,A321-200,YOK,,20,13,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,1,0
PN-100716,35,OXYGEN,AIRBUS,A321-200,YOK,,20,13,KRİTİK DEĞİL,2025,Q3,2025-Q3,5,1,1
PN-100716,35,OXYGEN,AIRBUS,A321-200,YOK,,20,13,KRİTİK DEĞİL,2025,Q4,2025-Q4,2,1,0
PN-100717,34,NAVIGATION,AIRBUS,A319-100,YOK,,41,41,KRİTİK DEĞİL,2025,Q1,2025-Q1,3,4,0
PN-100717,34,NAVIGATION,AIRBUS,A319-100,YOK,,41,41,KRİTİK DEĞİL,2025,Q2,2025-Q2,4,4,1
PN-100717,34,NAVIGATION,AIRBUS,A319-100,YOK,,41,41,KRİTİK DEĞİL,2025,Q3,2025-Q3,9,6,2
PN-100717,34,NAVIGATION,AIRBUS,A319-100,YOK,,41,41,KRİTİK DEĞİL,2025,Q4,2025-Q4,7,2,4
PN-100718,27,FLIGHT CONTROLS,AIRBUS,A321-200,VAR,8.0,41,48,KRİTİK,2025,Q1,2025-Q1,3,0,1
PN-100718,27,FLIGHT CONTROLS,AIRBUS,A321-200,VAR,8.0,41,48,KRİTİK,2025,Q2,2025-Q2,3,0,0
PN-100718,27,FLIGHT CONTROLS,AIRBUS,A321-200,VAR,8.0,41,48,KRİTİK,2025,Q3,2025-Q3,5,1,0
PN-100718,27,FLIGHT CONTROLS,AIRBUS,A321-200,VAR,8.0,41,48,KRİTİK,2025,Q4,2025-Q4,1,0,0
PN-100719,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A321-200,YOK,,42,55,KRİTİK,2025,Q1,2025-Q1,5,4,1
PN-100719,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A321-200,YOK,,42,55,KRİTİK,2025,Q2,2025-Q2,7,2,0
PN-100719,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A321-200,YOK,,42,55,KRİTİK,2025,Q3,2025-Q3,5,2,1
PN-100719,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A321-200,YOK,,42,55,KRİTİK,2025,Q4,2025-Q4,2,1,0
PN-100720,24,ELECTRICAL POWER,AIRBUS,A320neo,YOK,,55,32,AOG KRİTİK,2025,Q1,2025-Q1,0,1,0
PN-100720,24,ELECTRICAL POWER,AIRBUS,A320neo,YOK,,55,32,AOG KRİTİK,2025,Q2,2025-Q2,0,0,0
PN-100720,24,ELECTRICAL POWER,AIRBUS,A320neo,YOK,,55,32,AOG KRİTİK,2025,Q3,2025-Q3,0,0,0
PN-100720,24,ELECTRICAL POWER,AIRBUS,A320neo,YOK,,55,32,AOG KRİTİK,2025,Q4,2025-Q4,0,0,0
PN-100721,79,OIL,BOEING,737 MAX 8,VAR,9.0,36,24,KRİTİK DEĞİL,2025,Q1,2025-Q1,3,0,3
PN-100721,79,OIL,BOEING,737 MAX 8,VAR,9.0,36,24,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,0,0
PN-100721,79,OIL,BOEING,737 MAX 8,VAR,9.0,36,24,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,0,1
PN-100721,79,OIL,BOEING,737 MAX 8,VAR,9.0,36,24,KRİTİK DEĞİL,2025,Q4,2025-Q4,2,0,1
PN-100722,74,IGNITION,BOEING,737-800,YOK,,47,23,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,0,0
PN-100722,74,IGNITION,BOEING,737-800,YOK,,47,23,KRİTİK DEĞİL,2025,Q2,2025-Q2,2,1,2
PN-100722,74,IGNITION,BOEING,737-800,YOK,,47,23,KRİTİK DEĞİL,2025,Q3,2025-Q3,0,0,0
PN-100722,74,IGNITION,BOEING,737-800,YOK,,47,23,KRİTİK DEĞİL,2025,Q4,2025-Q4,2,0,1
PN-100723,24,ELECTRICAL POWER,BOEING,737-800,VAR,7.0,87,36,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,0,0
PN-100723,24,ELECTRICAL POWER,BOEING,737-800,VAR,7.0,87,36,KRİTİK DEĞİL,2025,Q2,2025-Q2,2,1,0
PN-100723,24,ELECTRICAL POWER,BOEING,737-800,VAR,7.0,87,36,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,2,0
PN-100723,24,ELECTRICAL POWER,BOEING,737-800,VAR,7.0,87,36,KRİTİK DEĞİL,2025,Q4,2025-Q4,2,1,1
PN-100724,73,ENGINE FUEL AND CONTROL,AIRBUS,A320-200,YOK,,41,29,KRİTİK,2025,Q1,2025-Q1,7,4,0
PN-100724,73,ENGINE FUEL AND CONTROL,AIRBUS,A320-200,YOK,,41,29,KRİTİK,2025,Q2,2025-Q2,18,8,1
PN-100724,73,ENGINE FUEL AND CONTROL,AIRBUS,A320-200,YOK,,41,29,KRİTİK,2025,Q3,2025-Q3,11,4,1
PN-100724,73,ENGINE FUEL AND CONTROL,AIRBUS,A320-200,YOK,,41,29,KRİTİK,2025,Q4,2025-Q4,15,4,1
PN-100725,24,ELECTRICAL POWER,BOEING,737-900ER,YOK,,21,84,KRİTİK DEĞİL,2025,Q1,2025-Q1,2,2,0
PN-100725,24,ELECTRICAL POWER,BOEING,737-900ER,YOK,,21,84,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,0,0
PN-100725,24,ELECTRICAL POWER,BOEING,737-900ER,YOK,,21,84,KRİTİK DEĞİL,2025,Q3,2025-Q3,0,0,0
PN-100725,24,ELECTRICAL POWER,BOEING,737-900ER,YOK,,21,84,KRİTİK DEĞİL,2025,Q4,2025-Q4,3,0,0
PN-100726,71,POWER PLANT,BOEING,737-800,YOK,,40,30,KRİTİK,2025,Q1,2025-Q1,1,3,0
PN-100726,71,POWER PLANT,BOEING,737-800,YOK,,40,30,KRİTİK,2025,Q2,2025-Q2,4,1,0
PN-100726,71,POWER PLANT,BOEING,737-800,YOK,,40,30,KRİTİK,2025,Q3,2025-Q3,4,6,2
PN-100726,71,POWER PLANT,BOEING,737-800,YOK,,40,30,KRİTİK,2025,Q4,2025-Q4,6,3,0
PN-100727,23,COMMUNICATIONS,AIRBUS,A320neo,YOK,,36,30,KRİTİK DEĞİL,2025,Q1,2025-Q1,1,2,0
PN-100727,23,COMMUNICATIONS,AIRBUS,A320neo,YOK,,36,30,KRİTİK DEĞİL,2025,Q2,2025-Q2,6,3,3
PN-100727,23,COMMUNICATIONS,AIRBUS,A320neo,YOK,,36,30,KRİTİK DEĞİL,2025,Q3,2025-Q3,8,4,0
PN-100727,23,COMMUNICATIONS,AIRBUS,A320neo,YOK,,36,30,KRİTİK DEĞİL,2025,Q4,2025-Q4,3,2,0
PN-100728,34,NAVIGATION,BOEING,737-800,VAR,11.0,47,24,KRİTİK,2025,Q1,2025-Q1,1,0,0
PN-100728,34,NAVIGATION,BOEING,737-800,VAR,11.0,47,24,KRİTİK,2025,Q2,2025-Q2,0,0,0
PN-100728,34,NAVIGATION,BOEING,737-800,VAR,11.0,47,24,KRİTİK,2025,Q3,2025-Q3,2,0,0
PN-100728,34,NAVIGATION,BOEING,737-800,VAR,11.0,47,24,KRİTİK,2025,Q4,2025-Q4,0,0,0
PN-100729,56,WINDOWS,AIRBUS,A321neo,VAR,14.0,18,20,KRİTİK DEĞİL,2025,Q1,2025-Q1,1,2,0
PN-100729,56,WINDOWS,AIRBUS,A321neo,VAR,14.0,18,20,KRİTİK DEĞİL,2025,Q2,2025-Q2,2,0,0
PN-100729,56,WINDOWS,AIRBUS,A321neo,VAR,14.0,18,20,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,0,0
PN-100729,56,WINDOWS,AIRBUS,A321neo,VAR,14.0,18,20,KRİTİK DEĞİL,2025,Q4,2025-Q4,1,1,0
PN-100730,71,POWER PLANT,AIRBUS,A321neo,YOK,,47,19,KRİTİK DEĞİL,2025,Q1,2025-Q1,3,3,1
PN-100730,71,POWER PLANT,AIRBUS,A321neo,YOK,,47,19,KRİTİK DEĞİL,2025,Q2,2025-Q2,6,1,2
PN-100730,71,POWER PLANT,AIRBUS,A321neo,YOK,,47,19,KRİTİK DEĞİL,2025,Q3,2025-Q3,4,3,1
PN-100730,71,POWER PLANT,AIRBUS,A321neo,YOK,,47,19,KRİTİK DEĞİL,2025,Q4,2025-Q4,2,1,1
PN-100731,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A320-200,YOK,,34,20,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,0,0
PN-100731,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A320-200,YOK,,34,20,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,0,0
PN-100731,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A320-200,YOK,,34,20,KRİTİK DEĞİL,2025,Q3,2025-Q3,0,0,0
PN-100731,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A320-200,YOK,,34,20,KRİTİK DEĞİL,2025,Q4,2025-Q4,0,0,0
PN-100732,77,ENGINE INDICATING,AIRBUS,A330-200,YOK,,53,84,KRİTİK,2025,Q1,2025-Q1,0,1,0
PN-100732,77,ENGINE INDICATING,AIRBUS,A330-200,YOK,,53,84,KRİTİK,2025,Q2,2025-Q2,0,2,0
PN-100732,77,ENGINE INDICATING,AIRBUS,A330-200,YOK,,53,84,KRİTİK,2025,Q3,2025-Q3,1,0,0
PN-100732,77,ENGINE INDICATING,AIRBUS,A330-200,YOK,,53,84,KRİTİK,2025,Q4,2025-Q4,1,0,0
PN-100733,73,ENGINE FUEL AND CONTROL,AIRBUS,A320-200,YOK,,36,49,AOG KRİTİK,2025,Q1,2025-Q1,11,5,2
PN-100733,73,ENGINE FUEL AND CONTROL,AIRBUS,A320-200,YOK,,36,49,AOG KRİTİK,2025,Q2,2025-Q2,8,4,1
PN-100733,73,ENGINE FUEL AND CONTROL,AIRBUS,A320-200,YOK,,36,49,AOG KRİTİK,2025,Q3,2025-Q3,9,3,0
PN-100733,73,ENGINE FUEL AND CONTROL,AIRBUS,A320-200,YOK,,36,49,AOG KRİTİK,2025,Q4,2025-Q4,8,0,0
PN-100734,26,FIRE PROTECTION,AIRBUS,A320-200,YOK,,50,24,KRİTİK,2025,Q1,2025-Q1,3,1,0
PN-100734,26,FIRE PROTECTION,AIRBUS,A320-200,YOK,,50,24,KRİTİK,2025,Q2,2025-Q2,3,1,1
PN-100734,26,FIRE PROTECTION,AIRBUS,A320-200,YOK,,50,24,KRİTİK,2025,Q3,2025-Q3,5,1,0
PN-100734,26,FIRE PROTECTION,AIRBUS,A320-200,YOK,,50,24,KRİTİK,2025,Q4,2025-Q4,2,1,1
PN-100735,56,WINDOWS,AIRBUS,A320-200,YOK,,22,21,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,1,0
PN-100735,56,WINDOWS,AIRBUS,A320-200,YOK,,22,21,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,3,1
PN-100735,56,WINDOWS,AIRBUS,A320-200,YOK,,22,21,KRİTİK DEĞİL,2025,Q3,2025-Q3,2,1,0
PN-100735,56,WINDOWS,AIRBUS,A320-200,YOK,,22,21,KRİTİK DEĞİL,2025,Q4,2025-Q4,3,0,0
PN-100736,71,POWER PLANT,BOEING,777-F,VAR,8.0,42,67,KRİTİK,2025,Q1,2025-Q1,3,1,2
PN-100736,71,POWER PLANT,BOEING,777-F,VAR,8.0,42,67,KRİTİK,2025,Q2,2025-Q2,4,1,2
PN-100736,71,POWER PLANT,BOEING,777-F,VAR,8.0,42,67,KRİTİK,2025,Q3,2025-Q3,6,0,2
PN-100736,71,POWER PLANT,BOEING,777-F,VAR,8.0,42,67,KRİTİK,2025,Q4,2025-Q4,4,1,1
PN-100737,29,HYDRAULIC POWER,AIRBUS,A321-200,VAR,10.0,32,26,KRİTİK DEĞİL,2025,Q1,2025-Q1,5,0,1
PN-100737,29,HYDRAULIC POWER,AIRBUS,A321-200,VAR,10.0,32,26,KRİTİK DEĞİL,2025,Q2,2025-Q2,4,0,0
PN-100737,29,HYDRAULIC POWER,AIRBUS,A321-200,VAR,10.0,32,26,KRİTİK DEĞİL,2025,Q3,2025-Q3,3,3,0
PN-100737,29,HYDRAULIC POWER,AIRBUS,A321-200,VAR,10.0,32,26,KRİTİK DEĞİL,2025,Q4,2025-Q4,2,1,0
PN-100738,72,ENGINE,AIRBUS,A321-200,YOK,,41,19,AOG KRİTİK,2025,Q1,2025-Q1,11,0,4
PN-100738,72,ENGINE,AIRBUS,A321-200,YOK,,41,19,AOG KRİTİK,2025,Q2,2025-Q2,7,0,1
PN-100738,72,ENGINE,AIRBUS,A321-200,YOK,,41,19,AOG KRİTİK,2025,Q3,2025-Q3,12,0,1
PN-100738,72,ENGINE,AIRBUS,A321-200,YOK,,41,19,AOG KRİTİK,2025,Q4,2025-Q4,6,0,2
PN-100739,77,ENGINE INDICATING,AIRBUS,A321-200,YOK,,103,42,KRİTİK DEĞİL,2025,Q1,2025-Q1,1,4,1
PN-100739,77,ENGINE INDICATING,AIRBUS,A321-200,YOK,,103,42,KRİTİK DEĞİL,2025,Q2,2025-Q2,3,2,0
PN-100739,77,ENGINE INDICATING,AIRBUS,A321-200,YOK,,103,42,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,1,0
PN-100739,77,ENGINE INDICATING,AIRBUS,A321-200,YOK,,103,42,KRİTİK DEĞİL,2025,Q4,2025-Q4,3,3,1
PN-100740,74,IGNITION,BOEING,777-300ER,VAR,7.0,27,19,KRİTİK,2025,Q1,2025-Q1,3,2,0
PN-100740,74,IGNITION,BOEING,777-300ER,VAR,7.0,27,19,KRİTİK,2025,Q2,2025-Q2,2,2,1
PN-100740,74,IGNITION,BOEING,777-300ER,VAR,7.0,27,19,KRİTİK,2025,Q3,2025-Q3,1,1,0
PN-100740,74,IGNITION,BOEING,777-300ER,VAR,7.0,27,19,KRİTİK,2025,Q4,2025-Q4,1,1,0
PN-100741,72,ENGINE,AIRBUS,A330-300,YOK,,43,24,AOG KRİTİK,2025,Q1,2025-Q1,0,0,0
PN-100741,72,ENGINE,AIRBUS,A330-300,YOK,,43,24,AOG KRİTİK,2025,Q2,2025-Q2,2,0,0
PN-100741,72,ENGINE,AIRBUS,A330-300,YOK,,43,24,AOG KRİTİK,2025,Q3,2025-Q3,0,1,1
PN-100741,72,ENGINE,AIRBUS,A330-300,YOK,,43,24,AOG KRİTİK,2025,Q4,2025-Q4,3,0,0
PN-100742,52,DOORS,BOEING,777-300ER,YOK,,25,17,KRİTİK DEĞİL,2025,Q1,2025-Q1,6,5,2
PN-100742,52,DOORS,BOEING,777-300ER,YOK,,25,17,KRİTİK DEĞİL,2025,Q2,2025-Q2,2,7,1
PN-100742,52,DOORS,BOEING,777-300ER,YOK,,25,17,KRİTİK DEĞİL,2025,Q3,2025-Q3,8,6,2
PN-100742,52,DOORS,BOEING,777-300ER,YOK,,25,17,KRİTİK DEĞİL,2025,Q4,2025-Q4,5,4,0
PN-100743,28,FUEL,AIRBUS,A321-200,YOK,,37,42,KRİTİK,2025,Q1,2025-Q1,4,2,1
PN-100743,28,FUEL,AIRBUS,A321-200,YOK,,37,42,KRİTİK,2025,Q2,2025-Q2,8,1,0
PN-100743,28,FUEL,AIRBUS,A321-200,YOK,,37,42,KRİTİK,2025,Q3,2025-Q3,11,2,1
PN-100743,28,FUEL,AIRBUS,A321-200,YOK,,37,42,KRİTİK,2025,Q4,2025-Q4,10,5,3
PN-100744,73,ENGINE FUEL AND CONTROL,AIRBUS,A320-200,YOK,,41,36,KRİTİK,2025,Q1,2025-Q1,11,4,0
PN-100744,73,ENGINE FUEL AND CONTROL,AIRBUS,A320-200,YOK,,41,36,KRİTİK,2025,Q2,2025-Q2,5,3,5
PN-100744,73,ENGINE FUEL AND CONTROL,AIRBUS,A320-200,YOK,,41,36,KRİTİK,2025,Q3,2025-Q3,10,3,0
PN-100744,73,ENGINE FUEL AND CONTROL,AIRBUS,A320-200,YOK,,41,36,KRİTİK,2025,Q4,2025-Q4,13,5,2
PN-100745,30,ICE & RAIN PROTECTION,AIRBUS,A330-300,VAR,7.0,30,19,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,0,0
PN-100745,30,ICE & RAIN PROTECTION,AIRBUS,A330-300,VAR,7.0,30,19,KRİTİK DEĞİL,2025,Q2,2025-Q2,3,0,2
PN-100745,30,ICE & RAIN PROTECTION,AIRBUS,A330-300,VAR,7.0,30,19,KRİTİK DEĞİL,2025,Q3,2025-Q3,0,0,0
